index,family,kind,n,m,delta,siriaisa_size,optimum,ratio,expected_constant,within_bound,siriaisa_ms,milp_ms
5354,random_tree,random,34,33,4,12,12,1.0000,4.0000,1,4.268,12.246
5355,path,bounded,5,4,2,2,2,1.0000,2.0000,1,1.071,1.427
5356,cycle,bounded,40,40,2,14,14,1.0000,2.0000,1,4.347,14.574
5357,ladder,bounded,36,52,3,10,10,1.0000,3.0000,1,5.560,25.977
5358,grid,bounded,16,24,4,4,4,1.0000,4.0000,1,2.619,10.602
5359,regular,bounded,27,54,4,7,6,1.1667,4.0000,1,3.913,17.691
5360,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.685,1.100
5361,lollipop,bounded,12,14,4,4,4,1.0000,4.0000,1,1.740,12.724
5362,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.755,1.031
5363,star,rigid,4,3,3,1,1,1.0000,1.0000,1,0.716,1.063
5364,complete_bipartite,rigid,18,81,9,9,9,1.0000,1.0000,1,3.281,1.841
5365,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.250,9.820
5366,double_star,rigid,17,16,13,4,4,1.0000,1.0000,1,2.174,1.097
5367,erdos_renyi,random,34,121,12,6,6,1.0000,12.0000,1,9.082,51.002
5368,barabasi_albert,random,18,17,6,7,7,1.0000,6.0000,1,2.469,1.248
5369,random_tree,random,11,10,3,5,5,1.0000,3.0000,1,1.639,1.302
5370,path,bounded,30,29,2,10,10,1.0000,2.0000,1,3.616,12.291
5371,cycle,bounded,6,6,2,2,2,1.0000,2.0000,1,0.971,12.104
5372,ladder,bounded,32,46,3,9,9,1.0000,3.0000,1,6.280,10.694
5373,grid,bounded,30,49,4,8,8,1.0000,4.0000,1,4.888,12.804
5374,regular,bounded,24,60,5,5,5,1.0000,5.0000,1,3.879,37.328
5375,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.035,13.148
5376,lollipop,bounded,14,19,5,4,4,1.0000,5.0000,1,2.209,11.649
5377,clique,rigid,9,36,8,1,1,1.0000,1.0000,1,1.486,1.195
5378,star,rigid,4,3,3,1,1,1.0000,1.0000,1,0.694,0.970
5379,complete_bipartite,rigid,10,16,8,2,2,1.0000,1.0000,1,1.291,1.111
5380,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.748,11.277
5381,double_star,rigid,18,17,12,6,6,1.0000,1.0000,1,2.107,1.122
5382,erdos_renyi,random,32,106,10,6,6,1.0000,10.0000,1,7.128,53.934
5383,barabasi_albert,random,24,44,12,8,8,1.0000,12.0000,1,3.434,11.075
5384,random_tree,random,39,38,4,13,13,1.0000,4.0000,1,5.051,12.265
5385,path,bounded,37,36,2,13,13,1.0000,2.0000,1,4.739,11.066
5386,cycle,bounded,5,5,2,2,2,1.0000,2.0000,1,0.912,12.039
5387,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,3.543,13.411
5388,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,3.784,15.343
5389,regular,bounded,7,14,4,2,2,1.0000,4.0000,1,1.129,9.155
5390,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.087,13.169
5391,lollipop,bounded,6,11,5,1,1,1.0000,5.0000,1,1.397,9.872
5392,clique,rigid,9,36,8,1,1,1.0000,1.0000,1,1.554,1.272
5393,star,rigid,23,22,22,1,1,1.0000,1.0000,1,2.213,1.196
5394,complete_bipartite,rigid,7,6,6,1,1,1.0000,1.0000,1,0.922,0.919
5395,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.242,9.449
5396,double_star,rigid,16,15,9,7,7,1.0000,1.0000,1,2.086,1.042
5397,erdos_renyi,random,19,51,10,3,3,1.0000,10.0000,1,3.419,8.908
5398,barabasi_albert,random,14,24,10,3,3,1.0000,10.0000,1,2.357,9.213
5399,random_tree,random,18,17,4,7,7,1.0000,4.0000,1,2.638,1.371
5400,path,bounded,6,5,2,2,2,1.0000,2.0000,1,1.078,0.971
5401,cycle,bounded,37,37,2,13,13,1.0000,2.0000,1,4.250,14.888
5402,ladder,bounded,30,43,3,8,8,1.0000,3.0000,1,4.401,10.632
5403,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,3.466,10.718
5404,regular,bounded,25,25,2,9,9,1.0000,2.0000,1,3.459,11.712
5405,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.787,1.086
5406,lollipop,bounded,16,30,7,4,4,1.0000,7.0000,1,2.380,11.332
5407,clique,rigid,1,0,0,1,1,1.0000,1.0000,1,0.327,0.901
5408,star,rigid,4,3,3,1,1,1.0000,1.0000,1,0.722,0.898
5409,complete_bipartite,rigid,8,16,4,4,4,1.0000,1.0000,1,1.056,1.056
5410,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.829,11.577
5411,double_star,rigid,17,16,12,5,5,1.0000,1.0000,1,2.101,1.061
5412,erdos_renyi,random,10,19,7,2,2,1.0000,7.0000,1,1.857,9.058
5413,barabasi_albert,random,33,32,11,14,14,1.0000,11.0000,1,4.011,1.562
5414,random_tree,random,17,16,3,5,5,1.0000,3.0000,1,2.312,12.806
5415,path,bounded,34,33,2,12,12,1.0000,2.0000,1,4.384,12.329
5416,cycle,bounded,7,7,2,3,3,1.0000,2.0000,1,1.140,11.653
5417,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,3.651,12.482
5418,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.480,11.648
5419,regular,bounded,5,5,2,2,2,1.0000,2.0000,1,1.021,12.571
5420,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.808,1.143
5421,lollipop,bounded,7,9,4,2,2,1.0000,4.0000,1,1.235,0.992
5422,clique,rigid,5,10,4,1,1,1.0000,1.0000,1,0.824,0.964
5423,star,rigid,18,17,17,1,1,1.0000,1.0000,1,1.746,1.020
5424,complete_bipartite,rigid,9,20,5,4,4,1.0000,1.0000,1,1.280,1.077
5425,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.504,8.779
5426,double_star,rigid,7,6,5,2,2,1.0000,1.0000,1,1.284,0.970
5427,erdos_renyi,random,31,107,13,5,5,1.0000,13.0000,1,9.380,40.837
5428,barabasi_albert,random,28,52,14,7,7,1.0000,14.0000,1,3.984,9.916
5429,random_tree,random,37,36,4,14,14,1.0000,4.0000,1,4.675,12.234
5430,path,bounded,14,13,2,5,5,1.0000,2.0000,1,1.918,12.786
5431,cycle,bounded,39,39,2,13,13,1.0000,2.0000,1,4.333,11.546
5432,ladder,bounded,32,46,3,9,9,1.0000,3.0000,1,4.782,10.273
5433,grid,bounded,16,24,4,4,4,1.0000,4.0000,1,2.678,12.465
5434,regular,bounded,24,48,4,6,5,1.2000,4.0000,1,4.073,12.375
5435,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.960,1.336
5436,lollipop,bounded,8,17,6,2,2,1.0000,6.0000,1,1.701,1.285
5437,clique,rigid,14,91,13,1,1,1.0000,1.0000,1,2.892,1.770
5438,star,rigid,29,28,28,1,1,1.0000,1.0000,1,2.813,1.418
5439,complete_bipartite,rigid,15,56,8,7,7,1.0000,1.0000,1,3.245,1.739
5440,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.805,10.110
5441,double_star,rigid,18,17,11,7,7,1.0000,1.0000,1,2.357,1.186
5442,erdos_renyi,random,12,9,5,6,6,1.0000,5.0000,1,2.531,1.223
5443,barabasi_albert,random,21,38,8,5,5,1.0000,8.0000,1,3.564,11.114
5444,random_tree,random,14,13,4,4,4,1.0000,4.0000,1,2.085,14.121
5445,path,bounded,11,10,2,4,4,1.0000,2.0000,1,1.826,13.107
5446,cycle,bounded,11,11,2,4,4,1.0000,2.0000,1,1.572,14.215
5447,ladder,bounded,30,43,3,8,8,1.0000,3.0000,1,5.260,11.203
5448,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,4.184,12.770
5449,regular,bounded,26,52,4,6,6,1.0000,4.0000,1,3.788,16.568
5450,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.206,14.076
5451,lollipop,bounded,9,9,3,3,3,1.0000,3.0000,1,1.593,12.748
5452,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,0.991,1.114
5453,star,rigid,10,9,9,1,1,1.0000,1.0000,1,1.223,0.983
5454,complete_bipartite,rigid,21,108,12,9,9,1.0000,1.0000,1,3.846,2.156
5455,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.285,10.266
5456,double_star,rigid,17,16,12,5,5,1.0000,1.0000,1,2.130,1.069
5457,erdos_renyi,random,21,64,9,4,4,1.0000,9.0000,1,4.265,10.298
5458,barabasi_albert,random,31,30,17,11,11,1.0000,17.0000,1,3.504,1.397
5459,random_tree,random,2,1,1,1,1,1.0000,1.0000,1,0.464,0.895
5460,path,bounded,37,36,2,13,13,1.0000,2.0000,1,5.078,10.347
5461,cycle,bounded,26,26,2,9,9,1.0000,2.0000,1,3.546,13.051
5462,ladder,bounded,16,22,3,5,5,1.0000,3.0000,1,2.507,10.184
5463,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,4.210,10.992
5464,regular,bounded,7,14,4,2,2,1.0000,4.0000,1,1.167,11.070
5465,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.201,13.188
5466,lollipop,bounded,16,36,8,4,4,1.0000,8.0000,1,2.647,12.530
5467,clique,rigid,12,66,11,1,1,1.0000,1.0000,1,2.199,1.466
5468,star,rigid,23,22,22,1,1,1.0000,1.0000,1,2.167,1.204
5469,complete_bipartite,rigid,12,32,8,4,4,1.0000,1.0000,1,1.638,1.169
5470,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.739,9.041
5471,double_star,rigid,13,12,11,2,2,1.0000,1.0000,1,2.320,1.126
5472,erdos_renyi,random,12,11,4,5,5,1.0000,4.0000,1,2.080,10.169
5473,barabasi_albert,random,25,46,10,7,7,1.0000,10.0000,1,3.445,9.074
5474,random_tree,random,25,24,4,11,11,1.0000,4.0000,1,3.563,11.215
5475,path,bounded,5,4,2,2,2,1.0000,2.0000,1,0.957,0.885
5476,cycle,bounded,31,31,2,11,11,1.0000,2.0000,1,3.953,12.738
5477,ladder,bounded,30,43,3,8,8,1.0000,3.0000,1,4.913,9.635
5478,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,3.250,10.089
5479,regular,bounded,13,26,4,3,3,1.0000,4.0000,1,1.960,12.082
5480,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.630,1.149
5481,lollipop,bounded,11,31,8,2,2,1.0000,8.0000,1,2.082,1.305
5482,clique,rigid,3,3,2,1,1,1.0000,1.0000,1,0.637,0.938
5483,star,rigid,7,6,6,1,1,1.0000,1.0000,1,0.835,0.851
5484,complete_bipartite,rigid,14,33,11,3,3,1.0000,1.0000,1,1.762,1.184
5485,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.201,9.651
5486,double_star,rigid,12,11,10,2,2,1.0000,1.0000,1,1.811,1.119
5487,erdos_renyi,random,32,128,12,6,5,1.2000,12.0000,1,7.855,39.908
5488,barabasi_albert,random,10,9,4,3,3,1.0000,4.0000,1,1.381,1.030
5489,random_tree,random,18,17,4,8,8,1.0000,4.0000,1,2.269,1.101
5490,path,bounded,40,39,2,14,14,1.0000,2.0000,1,4.908,11.190
5491,cycle,bounded,22,22,2,8,8,1.0000,2.0000,1,3.602,10.737
5492,ladder,bounded,26,37,3,7,7,1.0000,3.0000,1,4.868,10.010
5493,grid,bounded,6,7,3,2,2,1.0000,4.0000,1,1.198,11.040
5494,regular,bounded,8,20,5,2,2,1.0000,5.0000,1,1.278,9.130
5495,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.745,1.106
5496,lollipop,bounded,12,21,6,3,3,1.0000,6.0000,1,1.865,11.500
5497,clique,rigid,5,10,4,1,1,1.0000,1.0000,1,1.912,1.076
5498,star,rigid,3,2,2,1,1,1.0000,1.0000,1,0.654,0.867
5499,complete_bipartite,rigid,4,3,3,1,1,1.0000,1.0000,1,0.710,0.868
5500,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,2.060,9.653
5501,double_star,rigid,14,13,8,6,6,1.0000,1.0000,1,1.985,1.098
5502,erdos_renyi,random,24,55,11,7,7,1.0000,11.0000,1,4.831,11.654
5503,barabasi_albert,random,25,24,8,11,11,1.0000,8.0000,1,3.260,1.191
5504,random_tree,random,18,17,3,7,7,1.0000,3.0000,1,2.398,10.688
5505,path,bounded,7,6,2,3,3,1.0000,2.0000,1,1.260,0.943
5506,cycle,bounded,11,11,2,4,4,1.0000,2.0000,1,1.300,12.032
5507,ladder,bounded,18,25,3,5,5,1.0000,3.0000,1,3.018,11.090
5508,grid,bounded,12,17,4,4,4,1.0000,4.0000,1,2.281,10.497
5509,regular,bounded,6,9,3,3,3,1.0000,3.0000,1,1.041,1.121
5510,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.149,12.143
5511,lollipop,bounded,7,16,6,1,1,1.0000,6.0000,1,1.421,9.137
5512,clique,rigid,11,55,10,1,1,1.0000,1.0000,1,1.898,1.300
5513,star,rigid,15,14,14,1,1,1.0000,1.0000,1,1.509,1.016
5514,complete_bipartite,rigid,15,56,8,7,7,1.0000,1.0000,1,2.592,1.420
5515,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.459,8.778
5516,double_star,rigid,21,20,11,10,10,1.0000,1.0000,1,2.513,1.138
5517,erdos_renyi,random,17,7,3,11,11,1.0000,3.0000,1,4.196,0.991
5518,barabasi_albert,random,32,31,6,14,14,1.0000,6.0000,1,3.567,1.299
5519,random_tree,random,26,25,3,10,10,1.0000,3.0000,1,3.421,12.395
5520,path,bounded,27,26,2,9,9,1.0000,2.0000,1,4.282,11.679
5521,cycle,bounded,36,36,2,12,12,1.0000,2.0000,1,4.334,11.644
5522,ladder,bounded,10,13,3,3,3,1.0000,3.0000,1,2.234,10.812
5523,grid,bounded,8,10,3,3,3,1.0000,4.0000,1,1.357,11.806
5524,regular,bounded,30,45,3,9,8,1.1250,3.0000,1,3.794,35.137
5525,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.090,13.219
5526,lollipop,bounded,13,27,7,3,3,1.0000,7.0000,1,2.114,12.341
5527,clique,rigid,14,91,13,1,1,1.0000,1.0000,1,2.601,1.573
5528,star,rigid,4,3,3,1,1,1.0000,1.0000,1,0.730,0.967
5529,complete_bipartite,rigid,14,33,11,3,3,1.0000,1.0000,1,1.977,1.276
5530,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.809,0.852
5531,double_star,rigid,18,17,12,6,6,1.0000,1.0000,1,2.035,1.369
5532,erdos_renyi,random,23,103,13,3,3,1.0000,13.0000,1,5.700,27.301
5533,barabasi_albert,random,27,50,14,9,9,1.0000,14.0000,1,3.791,9.416
5534,random_tree,random,38,37,4,15,15,1.0000,4.0000,1,6.343,11.959
5535,path,bounded,16,15,2,6,6,1.0000,2.0000,1,2.347,12.066
5536,cycle,bounded,22,22,2,8,8,1.0000,2.0000,1,2.816,11.107
5537,ladder,bounded,28,40,3,8,8,1.0000,3.0000,1,4.866,12.467
5538,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,4.033,15.553
5539,regular,bounded,18,27,3,5,5,1.0000,3.0000,1,2.242,12.682
5540,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.188,14.144
5541,lollipop,bounded,15,24,6,4,4,1.0000,6.0000,1,2.499,13.372
5542,clique,rigid,10,45,9,1,1,1.0000,1.0000,1,1.721,1.375
5543,star,rigid,23,22,22,1,1,1.0000,1.0000,1,2.232,1.209
5544,complete_bipartite,rigid,11,30,6,5,5,1.0000,1.0000,1,1.798,1.754
5545,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,1.062,11.094
5546,double_star,rigid,11,10,7,4,4,1.0000,1.0000,1,1.723,1.041
5547,erdos_renyi,random,22,22,5,9,9,1.0000,5.0000,1,3.726,18.805
5548,barabasi_albert,random,13,12,5,6,6,1.0000,5.0000,1,1.935,1.108
5549,random_tree,random,19,18,5,8,8,1.0000,5.0000,1,2.680,1.285
5550,path,bounded,3,2,2,1,1,1.0000,2.0000,1,0.871,0.905
5551,cycle,bounded,32,32,2,11,11,1.0000,2.0000,1,3.863,14.535
5552,ladder,bounded,12,16,3,4,4,1.0000,3.0000,1,1.997,11.687
5553,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,3.970,15.588
5554,regular,bounded,27,27,2,10,10,1.0000,2.0000,1,3.162,13.452
5555,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.068,12.864
5556,lollipop,bounded,11,13,4,3,3,1.0000,4.0000,1,1.796,11.826
5557,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.743,0.951
5558,star,rigid,29,28,28,1,1,1.0000,1.0000,1,2.450,1.212
5559,complete_bipartite,rigid,13,42,7,6,6,1.0000,1.0000,1,2.106,1.315
5560,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.497,8.565
5561,double_star,rigid,11,10,7,4,4,1.0000,1.0000,1,1.624,0.996
5562,erdos_renyi,random,17,23,6,5,5,1.0000,6.0000,1,2.907,10.377
5563,barabasi_albert,random,26,48,10,7,7,1.0000,10.0000,1,3.786,10.706
5564,random_tree,random,15,14,3,6,6,1.0000,3.0000,1,2.011,1.366
5565,path,bounded,39,38,2,13,13,1.0000,2.0000,1,4.763,10.274
5566,cycle,bounded,14,14,2,5,5,1.0000,2.0000,1,1.870,11.257
5567,ladder,bounded,34,49,3,9,9,1.0000,3.0000,1,5.812,10.198
5568,grid,bounded,30,49,4,8,8,1.0000,4.0000,1,5.225,34.343
5569,regular,bounded,12,12,2,4,4,1.0000,2.0000,1,1.326,11.468
5570,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.069,12.799
5571,lollipop,bounded,12,17,5,3,3,1.0000,5.0000,1,1.926,12.398
5572,clique,rigid,1,0,0,1,1,1.0000,1.0000,1,0.355,1.046
5573,star,rigid,24,23,23,1,1,1.0000,1.0000,1,2.320,1.181
5574,complete_bipartite,rigid,16,60,10,6,6,1.0000,1.0000,1,2.573,1.450
5575,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.927,9.365
5576,double_star,rigid,23,22,13,10,10,1.0000,1.0000,1,2.656,1.140
5577,erdos_renyi,random,20,46,10,4,4,1.0000,10.0000,1,3.359,9.556
5578,barabasi_albert,random,34,33,9,15,15,1.0000,9.0000,1,3.821,1.242
5579,random_tree,random,16,15,3,5,5,1.0000,3.0000,1,2.301,10.961
5580,path,bounded,37,36,2,13,13,1.0000,2.0000,1,5.020,10.246
5581,cycle,bounded,40,40,2,14,14,1.0000,2.0000,1,4.713,12.733
5582,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,3.843,12.159
5583,grid,bounded,30,49,4,8,8,1.0000,4.0000,1,5.398,31.870
5584,regular,bounded,34,51,3,10,9,1.1111,3.0000,1,4.038,19.773
5585,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.755,1.065
5586,lollipop,bounded,15,15,3,5,5,1.0000,3.0000,1,1.939,11.744
5587,clique,rigid,9,36,8,1,1,1.0000,1.0000,1,1.524,1.196
5588,star,rigid,6,5,5,1,1,1.0000,1.0000,1,0.869,0.926
5589,complete_bipartite,rigid,12,35,7,5,5,1.0000,1.0000,1,1.783,1.141
5590,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.686,10.883
5591,double_star,rigid,19,18,10,9,9,1.0000,1.0000,1,2.332,1.079
5592,erdos_renyi,random,21,57,10,5,5,1.0000,10.0000,1,3.917,20.442
5593,barabasi_albert,random,24,23,7,9,9,1.0000,7.0000,1,2.550,1.254
5594,random_tree,random,30,29,5,9,9,1.0000,5.0000,1,3.357,1.263
5595,path,bounded,34,33,2,12,12,1.0000,2.0000,1,4.650,12.234
5596,cycle,bounded,25,25,2,9,9,1.0000,2.0000,1,3.423,11.234
5597,ladder,bounded,4,4,2,2,2,1.0000,3.0000,1,0.819,1.018
5598,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.376,11.111
5599,regular,bounded,24,60,5,5,5,1.0000,5.0000,1,3.865,26.056
5600,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.828,12.552
5601,lollipop,bounded,19,33,7,5,5,1.0000,7.0000,1,2.943,17.432
5602,clique,rigid,10,45,9,1,1,1.0000,1.0000,1,1.881,1.866
5603,star,rigid,25,24,24,1,1,1.0000,1.0000,1,2.407,1.353
5604,complete_bipartite,rigid,8,12,6,2,2,1.0000,1.0000,1,1.116,0.997
5605,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.196,9.036
5606,double_star,rigid,14,13,7,7,7,1.0000,1.0000,1,1.813,1.039
5607,erdos_renyi,random,22,100,13,3,3,1.0000,13.0000,1,4.831,9.501
5608,barabasi_albert,random,29,54,12,8,8,1.0000,12.0000,1,4.217,9.700
5609,random_tree,random,14,13,4,5,5,1.0000,4.0000,1,2.063,1.017
5610,path,bounded,26,25,2,9,9,1.0000,2.0000,1,3.121,11.628
5611,cycle,bounded,20,20,2,7,7,1.0000,2.0000,1,2.513,11.976
5612,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,3.544,12.191
5613,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.384,10.373
5614,regular,bounded,28,42,3,8,8,1.0000,3.0000,1,3.912,34.782
5615,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.706,1.168
5616,lollipop,bounded,9,9,3,3,3,1.0000,3.0000,1,1.505,12.961
5617,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.775,1.043
5618,star,rigid,29,28,28,1,1,1.0000,1.0000,1,2.498,1.301
5619,complete_bipartite,rigid,17,72,9,8,8,1.0000,1.0000,1,2.792,1.608
5620,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.216,9.180
5621,double_star,rigid,8,7,5,3,3,1.0000,1.0000,1,1.393,1.021
5622,erdos_renyi,random,23,81,13,4,4,1.0000,13.0000,1,4.862,15.872
5623,barabasi_albert,random,30,56,15,9,9,1.0000,15.0000,1,4.160,9.939
5624,random_tree,random,24,23,4,8,8,1.0000,4.0000,1,2.992,1.216
5625,path,bounded,25,24,2,9,9,1.0000,2.0000,1,3.911,11.131
5626,cycle,bounded,23,23,2,8,8,1.0000,2.0000,1,3.104,13.095
5627,ladder,bounded,28,40,3,8,8,1.0000,3.0000,1,4.242,12.273
5628,grid,bounded,9,12,4,3,3,1.0000,4.0000,1,1.526,10.587
5629,regular,bounded,8,12,3,2,2,1.0000,3.0000,1,1.202,10.031
5630,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.111,13.261
5631,lollipop,bounded,10,10,3,3,3,1.0000,3.0000,1,1.722,11.891
5632,clique,rigid,14,91,13,1,1,1.0000,1.0000,1,2.623,1.564
5633,star,rigid,5,4,4,1,1,1.0000,1.0000,1,0.779,0.923
5634,complete_bipartite,rigid,23,132,12,11,11,1.0000,1.0000,1,4.401,2.515
5635,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.775,11.989
5636,double_star,rigid,13,12,9,4,4,1.0000,1.0000,1,2.265,1.430
5637,erdos_renyi,random,25,68,9,5,5,1.0000,9.0000,1,5.501,9.706
5638,barabasi_albert,random,32,60,14,10,10,1.0000,14.0000,1,4.860,10.901
5639,random_tree,random,22,21,4,9,9,1.0000,4.0000,1,3.041,12.399
5640,path,bounded,21,20,2,7,7,1.0000,2.0000,1,2.823,11.209
5641,cycle,bounded,30,30,2,10,10,1.0000,2.0000,1,3.595,11.448
5642,ladder,bounded,36,52,3,10,10,1.0000,3.0000,1,5.347,25.931
5643,grid,bounded,9,12,4,3,3,1.0000,4.0000,1,1.562,10.374
5644,regular,bounded,14,28,4,3,3,1.0000,4.0000,1,2.650,10.139
5645,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.151,12.795
5646,lollipop,bounded,10,24,7,2,2,1.0000,7.0000,1,1.744,1.163
5647,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.722,1.407
5648,star,rigid,21,20,20,1,1,1.0000,1.0000,1,2.075,1.054
5649,complete_bipartite,rigid,15,44,11,4,4,1.0000,1.0000,1,2.119,1.332
5650,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.938,10.191
5651,double_star,rigid,14,13,11,3,3,1.0000,1.0000,1,1.932,1.056
5652,erdos_renyi,random,23,93,11,3,3,1.0000,11.0000,1,5.045,18.918
5653,barabasi_albert,random,14,24,8,4,4,1.0000,8.0000,1,2.842,10.163
5654,random_tree,random,15,14,4,6,6,1.0000,4.0000,1,2.004,1.056
5655,path,bounded,32,31,2,11,11,1.0000,2.0000,1,4.012,11.438
5656,cycle,bounded,37,37,2,13,13,1.0000,2.0000,1,7.651,19.155
5657,ladder,bounded,36,52,3,10,10,1.0000,3.0000,1,6.236,27.546
5658,grid,bounded,6,7,3,2,2,1.0000,4.0000,1,1.226,12.449
5659,regular,bounded,27,54,4,7,7,1.0000,4.0000,1,5.301,45.506
5660,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.173,14.451
5661,lollipop,bounded,9,14,5,2,2,1.0000,5.0000,1,1.619,1.864
5662,clique,rigid,14,91,13,1,1,1.0000,1.0000,1,2.496,1.566
5663,star,rigid,16,15,15,1,1,1.0000,1.0000,1,1.625,1.042
5664,complete_bipartite,rigid,21,110,11,10,10,1.0000,1.0000,1,3.924,2.168
5665,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.979,10.259
5666,double_star,rigid,15,14,8,7,7,1.0000,1.0000,1,2.030,1.037
5667,erdos_renyi,random,20,27,5,7,7,1.0000,5.0000,1,2.963,10.269
5668,barabasi_albert,random,32,60,14,9,9,1.0000,14.0000,1,4.951,9.695
5669,random_tree,random,35,34,5,12,12,1.0000,5.0000,1,4.723,1.338
5670,path,bounded,33,32,2,11,11,1.0000,2.0000,1,3.972,11.021
5671,cycle,bounded,37,37,2,13,13,1.0000,2.0000,1,4.489,14.638
5672,ladder,bounded,6,7,3,2,2,1.0000,3.0000,1,1.173,11.084
5673,grid,bounded,36,60,4,10,10,1.0000,4.0000,1,6.467,59.317
5674,regular,bounded,14,28,4,4,4,1.0000,4.0000,1,1.918,10.722
5675,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.615,1.097
5676,lollipop,bounded,10,24,7,2,2,1.0000,7.0000,1,1.680,1.135
5677,clique,rigid,9,36,8,1,1,1.0000,1.0000,1,1.358,1.172
5678,star,rigid,9,8,8,1,1,1.0000,1.0000,1,1.168,0.999
5679,complete_bipartite,rigid,16,55,11,5,5,1.0000,1.0000,1,2.580,1.487
5680,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.924,9.946
5681,double_star,rigid,8,7,6,2,2,1.0000,1.0000,1,1.338,0.970
5682,erdos_renyi,random,11,21,6,3,3,1.0000,6.0000,1,1.853,8.462
5683,barabasi_albert,random,19,18,6,9,9,1.0000,6.0000,1,2.509,1.019
5684,random_tree,random,6,5,3,3,3,1.0000,3.0000,1,0.998,0.848
5685,path,bounded,40,39,2,14,14,1.0000,2.0000,1,4.642,11.691
5686,cycle,bounded,39,39,2,13,13,1.0000,2.0000,1,4.497,11.669
5687,ladder,bounded,10,13,3,3,3,1.0000,3.0000,1,1.759,10.293
5688,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.400,9.984
5689,regular,bounded,4,4,2,2,2,1.0000,2.0000,1,0.694,1.011
5690,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.081,12.551
5691,lollipop,bounded,17,22,5,5,5,1.0000,5.0000,1,2.585,11.700
